task_name,job_timestamp,run_id,reward,failure_category
fda-hard-cross-label-comparison,2026-07-02__18-20-36,BCVwLMZ,0.603685,near_miss_refusal_or_overrefusal
fda-hard-cross-label-comparison,2026-07-02__18-20-36,BCVwLMZ,0.603685,unknown
fda-hard-cross-label-comparison,2026-07-02__18-20-36,BCVwLMZ,0.603685,unknown
fda-hard-cross-label-comparison,2026-07-02__18-20-36,BCVwLMZ,0.603685,unknown
fda-hard-cross-label-comparison,2026-07-02__18-20-36,BCVwLMZ,0.603685,unknown
fda-hard-cross-label-comparison,2026-07-02__18-20-36,BCVwLMZ,0.603685,near_miss_refusal_or_overrefusal
fda-hard-cross-label-comparison,2026-07-02__18-20-36,BCVwLMZ,0.603685,unknown
fda-hard-cross-label-comparison,2026-07-02__18-20-36,BCVwLMZ,0.603685,unknown
fda-hard-cross-label-comparison,2026-07-02__18-20-36,BCVwLMZ,0.603685,missed_section_or_citation
fda-hard-cross-label-comparison,2026-07-02__18-20-36,BCVwLMZ,0.603685,missed_section_or_citation
fda-hard-cross-label-comparison,2026-07-02__18-20-36,BCVwLMZ,0.603685,unknown
fda-hard-cross-label-comparison,2026-07-02__18-20-36,BCVwLMZ,0.603685,unknown
fda-hard-cross-label-comparison,2026-07-02__18-20-36,BCVwLMZ,0.603685,unknown
fda-hard-cross-label-comparison,2026-07-02__18-20-36,BCVwLMZ,0.603685,unknown
fda-hard-cross-label-comparison,2026-07-02__18-20-36,BCVwLMZ,0.603685,missed_section_or_citation
fda-hard-cross-label-comparison,2026-07-02__18-20-36,BCVwLMZ,0.603685,missed_section_or_citation
fda-hard-cross-label-comparison,2026-07-02__18-20-36,BCVwLMZ,0.603685,unknown
fda-hard-cross-label-comparison,2026-07-02__18-20-36,BCVwLMZ,0.603685,unknown
fda-hard-cross-label-comparison,2026-07-02__18-20-36,BCVwLMZ,0.603685,unknown
fda-hard-cross-label-comparison,2026-07-02__18-20-36,BCVwLMZ,0.603685,unknown
fda-hard-cross-label-comparison,2026-07-02__18-20-36,BCVwLMZ,0.603685,missed_section_or_citation
fda-hard-cross-label-comparison,2026-07-02__18-20-36,BCVwLMZ,0.603685,missed_section_or_citation
fda-hard-cross-label-comparison,2026-07-02__18-20-36,BCVwLMZ,0.603685,unknown
fda-hard-cross-label-comparison,2026-07-02__18-20-36,BCVwLMZ,0.603685,unknown
fda-hard-cross-label-comparison,2026-07-02__18-20-36,BCVwLMZ,0.603685,unknown
fda-hard-cross-label-comparison,2026-07-02__18-20-36,BCVwLMZ,0.603685,unknown
fda-hard-cross-label-comparison,2026-07-02__18-20-36,BCVwLMZ,0.603685,missed_section_or_citation
fda-hard-cross-label-comparison,2026-07-02__18-20-36,BCVwLMZ,0.603685,missed_section_or_citation
fda-hard-cross-label-comparison,2026-07-02__18-20-36,BCVwLMZ,0.603685,unknown
fda-hard-cross-label-comparison,2026-07-02__18-20-36,BCVwLMZ,0.603685,unknown
fda-hard-cross-label-comparison,2026-07-02__19-39-12,Bx9w5TV,0.573649,missed_section_or_citation
fda-hard-cross-label-comparison,2026-07-02__19-39-12,Bx9w5TV,0.573649,missed_section_or_citation
fda-hard-cross-label-comparison,2026-07-02__19-39-12,Bx9w5TV,0.573649,near_miss_refusal_or_overrefusal
fda-hard-cross-label-comparison,2026-07-02__19-39-12,Bx9w5TV,0.573649,unknown
fda-hard-cross-label-comparison,2026-07-02__19-39-12,Bx9w5TV,0.573649,unknown
fda-hard-cross-label-comparison,2026-07-02__19-39-12,Bx9w5TV,0.573649,missed_section_or_citation
fda-hard-cross-label-comparison,2026-07-02__19-39-12,Bx9w5TV,0.573649,missed_section_or_citation
fda-hard-cross-label-comparison,2026-07-02__19-39-12,Bx9w5TV,0.573649,unknown
fda-hard-cross-label-comparison,2026-07-02__19-39-12,Bx9w5TV,0.573649,unknown
fda-hard-cross-label-comparison,2026-07-02__19-39-12,Bx9w5TV,0.573649,near_miss_refusal_or_overrefusal
fda-hard-cross-label-comparison,2026-07-02__19-39-12,Bx9w5TV,0.573649,unknown
fda-hard-cross-label-comparison,2026-07-02__19-39-12,Bx9w5TV,0.573649,unknown
fda-hard-cross-label-comparison,2026-07-02__19-39-12,Bx9w5TV,0.573649,unknown
fda-hard-cross-label-comparison,2026-07-02__19-39-12,Bx9w5TV,0.573649,unknown
fda-hard-cross-label-comparison,2026-07-02__19-39-12,Bx9w5TV,0.573649,unknown
fda-hard-cross-label-comparison,2026-07-02__19-39-12,Bx9w5TV,0.573649,unknown
fda-hard-cross-label-comparison,2026-07-02__19-39-12,Bx9w5TV,0.573649,missed_section_or_citation
fda-hard-cross-label-comparison,2026-07-02__19-39-12,Bx9w5TV,0.573649,missed_section_or_citation
fda-hard-cross-label-comparison,2026-07-02__19-39-12,Bx9w5TV,0.573649,unknown
fda-hard-cross-label-comparison,2026-07-02__19-39-12,Bx9w5TV,0.573649,unknown
fda-hard-cross-label-comparison,2026-07-02__19-39-12,Bx9w5TV,0.573649,unknown
fda-hard-cross-label-comparison,2026-07-02__19-39-12,Bx9w5TV,0.573649,unknown
fda-hard-cross-label-comparison,2026-07-02__19-39-12,Bx9w5TV,0.573649,missed_section_or_citation
fda-hard-cross-label-comparison,2026-07-02__19-39-12,Bx9w5TV,0.573649,missed_section_or_citation
fda-hard-cross-label-comparison,2026-07-02__19-39-12,Bx9w5TV,0.573649,unknown
fda-hard-cross-label-comparison,2026-07-02__19-39-12,Bx9w5TV,0.573649,unknown
fda-hard-cross-label-comparison,2026-07-02__19-39-12,Bx9w5TV,0.573649,unknown
fda-hard-cross-label-comparison,2026-07-02__19-39-12,Bx9w5TV,0.573649,unknown
fda-hard-cross-label-comparison,2026-07-02__19-39-12,Bx9w5TV,0.573649,missed_section_or_citation
fda-hard-cross-label-comparison,2026-07-02__19-39-12,Bx9w5TV,0.573649,missed_section_or_citation
fda-hard-cross-label-comparison,2026-07-02__19-39-12,Bx9w5TV,0.573649,unknown
fda-hard-cross-label-comparison,2026-07-02__19-39-12,Bx9w5TV,0.573649,unknown
fda-hard-cross-label-comparison,2026-07-02__20-12-21,upmmwVs,0.693216,unknown
fda-hard-cross-label-comparison,2026-07-02__20-12-21,upmmwVs,0.693216,unknown
fda-hard-cross-label-comparison,2026-07-02__20-12-21,upmmwVs,0.693216,unknown
fda-hard-cross-label-comparison,2026-07-02__20-12-21,upmmwVs,0.693216,unknown
fda-hard-cross-label-comparison,2026-07-02__20-12-21,upmmwVs,0.693216,unknown
fda-hard-cross-label-comparison,2026-07-02__20-12-21,upmmwVs,0.693216,unknown
fda-hard-cross-label-comparison,2026-07-02__20-12-21,upmmwVs,0.693216,unknown
fda-hard-cross-label-comparison,2026-07-02__20-12-21,upmmwVs,0.693216,unknown
fda-hard-cross-label-comparison,2026-07-02__20-12-21,upmmwVs,0.693216,unknown
fda-hard-cross-label-comparison,2026-07-02__20-12-21,upmmwVs,0.693216,missed_section_or_citation
fda-hard-cross-label-comparison,2026-07-02__20-12-21,upmmwVs,0.693216,missed_section_or_citation
fda-hard-cross-label-comparison,2026-07-02__20-12-21,upmmwVs,0.693216,unknown
fda-hard-cross-label-comparison,2026-07-02__20-12-21,upmmwVs,0.693216,unknown
fda-hard-cross-label-comparison,2026-07-02__20-12-21,upmmwVs,0.693216,unknown
fda-hard-cross-label-comparison,2026-07-02__20-12-21,upmmwVs,0.693216,unknown
fda-hard-cross-label-comparison,2026-07-02__20-12-21,upmmwVs,0.693216,missed_section_or_citation
fda-hard-cross-label-comparison,2026-07-02__20-12-21,upmmwVs,0.693216,missed_section_or_citation
fda-hard-cross-label-comparison,2026-07-02__20-12-21,upmmwVs,0.693216,unknown
fda-hard-cross-label-comparison,2026-07-02__20-12-21,upmmwVs,0.693216,unknown
fda-hard-cross-label-comparison,2026-07-02__20-12-21,upmmwVs,0.693216,unknown
